id;id_commune;libelle_commune_min;libelle_commune_maj;id_departement;id_region;actual;epsg4326_lat;epsg4326_long;codes_postaux;id_commune_actuel
29301;78010;Les Alluets-le-Roi;LES ALLUETS-LE-ROI;78;11;1;48.913985376326266; 1.9150381072656244;78580;
29302;78096;Bourdonné;BOURDONNÉ;78;11;1;48.754494406253826; 1.653230447925271;78113;
29303;78117;Buc;BUC;78;11;1;48.77269038181367; 2.124965622703147;78530;
29304;78118;Buchelay;BUCHELAY;78;11;1;48.98432550896347; 1.6737671110414896;78200;
29305;78120;Bullion;BULLION;78;11;1;48.62409590954023; 1.9832264043083965;78830;
29306;78349;Longvilliers;LONGVILLIERS;78;11;1;48.57407068092299; 1.9989779505010838;78730;
29307;78644;La Verrière;LA VERRIÈRE;78;11;1;48.75396312854257; 1.9508218556922865;78320;
29308;79012;Ardin;ARDIN;79;75;1;46.48161069980924; -0.5549910830243646;79160;
29309;79105;Les Châteliers;LES CHÂTELIERS;79;75;1;46.50175032006039; -0.13649209699998652;79340;
29310;79177;Messé;MESSÉ;79;75;1;46.25827265408385; 0.1106339836926505;79120;
29311;79346;Le Vert;LE VERT;79;75;1;46.104803719075164; -0.39903932890274135;79170;
29312;79349;Villemain;VILLEMAIN;79;75;1;46.01712281887044; -0.11048211252560416;79110;
29313;80013;Airaines;AIRAINES;80;32;1;49.972103350884744; 1.9447393131569057;80270;
29314;80014;Aizecourt-le-Bas;AIZECOURT-LE-BAS;80;32;1;49.986134418935784; 3.0284740338465403;80240;
29315;80027;Armancourt;ARMANCOURT;80;32;1;49.6772526954466; 2.7128006070104798;80700;
29316;80153;Bus-lès-Artois;BUS-LÈS-ARTOIS;80;32;1;50.10420018913071; 2.5407166832684465;80560;
29317;80207;Contay;CONTAY;80;32;1;50.009867858922675; 2.46781147510091;80560;
29318;80232;Damery;DAMERY;80;32;1;49.73087882242252; 2.736904660506002;80700;
29319;80296;L'Étoile;L'ÉTOILE;80;32;1;50.02584369654164; 2.0380854701682853;80830;
29320;80334;Fossemanant;FOSSEMANANT;80;32;1;49.802092050927385; 2.1900231749425627;80160;
29321;80351;Fréchencourt;FRÉCHENCOURT;80;32;1;49.96418198845968; 2.4364272341681876;80260;
29322;80355;Fresneville;FRESNEVILLE;80;32;1;49.88777838576569; 1.8318067023128344;80140;
29323;80409;Hallu;HALLU;80;32;1;49.792384009503664; 2.7880838352601165;80320;
29324;80465;Languevoisin-Quiquery;LANGUEVOISIN-QUIQUERY;80;32;1;49.74580637791838; 2.932629207210161;80190;
29325;80509;Marchélepot-Misery;MARCHÉLEPOT-MISERY;80;32;1;49.83795410395817; 2.8761211011560017;80200;
29326;69028;Brindas;BRINDAS;69;84;1;45.72059499621057; 4.7033720514804855;69126;
29327;69033;Cailloux-sur-Fontaines;CAILLOUX-SUR-FONTAINES;69;84;1;45.86035314951388; 4.8840259460797215;69270;
29328;69040;Champagne-au-Mont-d'Or;CHAMPAGNE-AU-MONT-D'OR;69;84;1;45.79836841319295; 4.786558239087942;69410;
29329;69055;Les Chères;LES CHÈRES;69;84;1;45.893187924275274; 4.743336449729733;69380;
29330;69093;Grandris;GRANDRIS;69;84;1;46.033344356227246; 4.4592602204296155;69870;
29331;69103;Juliénas;JULIÉNAS;69;84;1;46.2421236795039; 4.7037586281380195;69840;
29332;69130;Meaux-la-Montagne;MEAUX-LA-MONTAGNE;69;84;1;46.04599526301263; 4.421812752088156;69550;
29333;69131;Messimy;MESSIMY;69;84;1;45.698993526952016; 4.672546532203978;69510;
29334;69141;Mornant;MORNANT;69;84;1;45.6163068910789; 4.67347372404658;69440;
29335;69175;Savigny;SAVIGNY;69;84;1;45.81990540490808; 4.565580614890158;69210;
29336;69205;Saint-Genis-les-Ollières;SAINT-GENIS-LES-OLLIÈRES;69;84;1;45.76131795893111; 4.726880173908834;69290;
29337;69209;Saint-Igny-de-Vers;SAINT-IGNY-DE-VERS;69;84;1;46.237214068702386; 4.440854781007904;69790;
29338;69219;Saint-Laurent-d'Agny;SAINT-LAURENT-D'AGNY;69;84;1;45.6428559982065; 4.684319051443933;69440;
29339;69231;Saint-Pierre-la-Palud;SAINT-PIERRE-LA-PALUD;69;84;1;45.78133124256004; 4.616653049204031;69210;
